,x,y,z,vol,diff,timestep
6,-20.0,20.0,-20.0,8000.0,6022.0,0.02
7,0.0,20.0,-20.0,8000.0,6022.0,0.02
8,20.0,20.0,-20.0,8000.0,6022.0,0.02
9,-20.0,-20.0,0.0,8000.0,6022.0,0.02
10,0.0,-20.0,0.0,8000.0,6022.0,0.02
11,20.0,-20.0,0.0,8000.0,6022.0,0.02
12,-20.0,0.0,0.0,8000.0,6022.0,0.02
13,0.0,0.0,0.0,8000.0,2533.0919658928397,0.02
14,20.0,0.0,0.0,8000.0,6022.0,0.02
15,-20.0,20.0,0.0,8000.0,6022.0,0.02
16,0.0,20.0,0.0,8000.0,6022.0,0.02
17,20.0,20.0,0.0,8000.0,6022.0,0.02
18,-20.0,-20.0,20.0,8000.0,6022.0,0.02
19,0.0,-20.0,20.0,8000.0,6022.0,0.02
20,20.0,-20.0,20.0,8000.0,6022.0,0.02
21,-20.0,0.0,20.0,8000.0,6022.0,0.02
22,0.0,0.0,20.0,8000.0,6022.0,0.02
23,20.0,0.0,20.0,8000.0,6022.0,0.02
24,-20.0,20.0,20.0,8000.0,6022.0,0.02
25,0.0,20.0,20.0,8000.0,6022.0,0.02
26,20.0,20.0,20.0,8000.0,6022.0,0.02
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.03
1,0.0,-20.0,-20.0,8000.0,6022.0,0.03
2,20.0,-20.0,-20.0,8000.0,6022.0,0.03
3,-20.0,0.0,-20.0,8000.0,6022.0,0.03
4,0.0,0.0,-20.0,8000.0,6022.0,0.03
5,20.0,0.0,-20.0,8000.0,6022.0,0.03
6,-20.0,20.0,-20.0,8000.0,6022.0,0.03
7,0.0,20.0,-20.0,8000.0,6022.0,0.03
8,20.0,20.0,-20.0,8000.0,6022.0,0.03
9,-20.0,-20.0,0.0,8000.0,6022.0,0.03
10,0.0,-20.0,0.0,8000.0,6022.0,0.03
11,20.0,-20.0,0.0,8000.0,6022.0,0.03
12,-20.0,0.0,0.0,8000.0,6022.0,0.03
13,0.0,0.0,0.0,8000.0,3366.392293018258,0.03
14,20.0,0.0,0.0,8000.0,6022.0,0.03
15,-20.0,20.0,0.0,8000.0,6022.0,0.03
16,0.0,20.0,0.0,8000.0,6022.0,0.03
17,20.0,20.0,0.0,8000.0,6022.0,0.03
18,-20.0,-20.0,20.0,8000.0,6022.0,0.03
19,0.0,-20.0,20.0,8000.0,6022.0,0.03
20,20.0,-20.0,20.0,8000.0,6022.0,0.03
21,-20.0,0.0,20.0,8000.0,6022.0,0.03
22,0.0,0.0,20.0,8000.0,6022.0,0.03
23,20.0,0.0,20.0,8000.0,6022.0,0.03
24,-20.0,20.0,20.0,8000.0,6022.0,0.03
25,0.0,20.0,20.0,8000.0,6022.0,0.03
26,20.0,20.0,20.0,8000.0,6022.0,0.03
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.04
1,0.0,-20.0,-20.0,8000.0,6022.0,0.04
2,20.0,-20.0,-20.0,8000.0,6022.0,0.04
3,-20.0,0.0,-20.0,8000.0,6022.0,0.04
4,0.0,0.0,-20.0,8000.0,6022.0,0.04
5,20.0,0.0,-20.0,8000.0,6022.0,0.04
6,-20.0,20.0,-20.0,8000.0,6022.0,0.04
7,0.0,20.0,-20.0,8000.0,6022.0,0.04
8,20.0,20.0,-20.0,8000.0,6022.0,0.04
9,-20.0,-20.0,0.0,8000.0,6022.0,0.04
10,0.0,-20.0,0.0,8000.0,6022.0,0.04
11,20.0,-20.0,0.0,8000.0,6022.0,0.04
12,-20.0,0.0,0.0,8000.0,6022.0,0.04
13,0.0,0.0,0.0,8000.0,4000.6648347645773,0.04
14,20.0,0.0,0.0,8000.0,6022.0,0.04
15,-20.0,20.0,0.0,8000.0,6022.0,0.04
16,0.0,20.0,0.0,8000.0,6022.0,0.04
17,20.0,20.0,0.0,8000.0,6022.0,0.04
18,-20.0,-20.0,20.0,8000.0,6022.0,0.04
19,0.0,-20.0,20.0,8000.0,6022.0,0.04
20,20.0,-20.0,20.0,8000.0,6022.0,0.04
21,-20.0,0.0,20.0,8000.0,6022.0,0.04
22,0.0,0.0,20.0,8000.0,6022.0,0.04
23,20.0,0.0,20.0,8000.0,6022.0,0.04
24,-20.0,20.0,20.0,8000.0,6022.0,0.04
25,0.0,20.0,20.0,8000.0,6022.0,0.04
26,20.0,20.0,20.0,8000.0,6022.0,0.04
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.05
1,0.0,-20.0,-20.0,8000.0,6022.0,0.05
2,20.0,-20.0,-20.0,8000.0,6022.0,0.05
3,-20.0,0.0,-20.0,8000.0,6022.0,0.05
4,0.0,0.0,-20.0,8000.0,6022.0,0.05
5,20.0,0.0,-20.0,8000.0,6022.0,0.05
6,-20.0,20.0,-20.0,8000.0,6022.0,0.05
7,0.0,20.0,-20.0,8000.0,6022.0,0.05
8,20.0,20.0,-20.0,8000.0,6022.0,0.05
9,-20.0,-20.0,0.0,8000.0,6022.0,0.05
10,0.0,-20.0,0.0,8000.0,6022.0,0.05
11,20.0,-20.0,0.0,8000.0,6022.0,0.05
12,-20.0,0.0,0.0,8000.0,6022.0,0.05
13,0.0,0.0,0.0,8000.0,4483.445945149031,0.05
14,20.0,0.0,0.0,8000.0,6022.0,0.05
15,-20.0,20.0,0.0,8000.0,6022.0,0.05
16,0.0,20.0,0.0,8000.0,6022.0,0.05
17,20.0,20.0,0.0,8000.0,6022.0,0.05
18,-20.0,-20.0,20.0,8000.0,6022.0,0.05
19,0.0,-20.0,20.0,8000.0,6022.0,0.05
20,20.0,-20.0,20.0,8000.0,6022.0,0.05
21,-20.0,0.0,20.0,8000.0,6022.0,0.05
22,0.0,0.0,20.0,8000.0,6022.0,0.05
23,20.0,0.0,20.0,8000.0,6022.0,0.05
24,-20.0,20.0,20.0,8000.0,6022.0,0.05
25,0.0,20.0,20.0,8000.0,6022.0,0.05
26,20.0,20.0,20.0,8000.0,6022.0,0.05
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.06
1,0.0,-20.0,-20.0,8000.0,6022.0,0.06
2,20.0,-20.0,-20.0,8000.0,6022.0,0.06
3,-20.0,0.0,-20.0,8000.0,6022.0,0.06
4,0.0,0.0,-20.0,8000.0,6022.0,0.06
5,20.0,0.0,-20.0,8000.0,6022.0,0.06
6,-20.0,20.0,-20.0,8000.0,6022.0,0.06
7,0.0,20.0,-20.0,8000.0,6022.0,0.06
8,20.0,20.0,-20.0,8000.0,6022.0,0.06
9,-20.0,-20.0,0.0,8000.0,6022.0,0.06
10,0.0,-20.0,0.0,8000.0,6022.0,0.06
11,20.0,-20.0,0.0,8000.0,6022.0,0.06
12,-20.0,0.0,0.0,8000.0,6022.0,0.06
13,0.0,0.0,0.0,8000.0,4850.918262179059,0.06
14,20.0,0.0,0.0,8000.0,6022.0,0.06
15,-20.0,20.0,0.0,8000.0,6022.0,0.06
16,0.0,20.0,0.0,8000.0,6022.0,0.06
17,20.0,20.0,0.0,8000.0,6022.0,0.06
18,-20.0,-20.0,20.0,8000.0,6022.0,0.06
19,0.0,-20.0,20.0,8000.0,6022.0,0.06
20,20.0,-20.0,20.0,8000.0,6022.0,0.06
21,-20.0,0.0,20.0,8000.0,6022.0,0.06
22,0.0,0.0,20.0,8000.0,6022.0,0.06
23,20.0,0.0,20.0,8000.0,6022.0,0.06
24,-20.0,20.0,20.0,8000.0,6022.0,0.06
25,0.0,20.0,20.0,8000.0,6022.0,0.06
26,20.0,20.0,20.0,8000.0,6022.0,0.06
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.07
1,0.0,-20.0,-20.0,8000.0,6022.0,0.07
2,20.0,-20.0,-20.0,8000.0,6022.0,0.07
3,-20.0,0.0,-20.0,8000.0,6022.0,0.07
4,0.0,0.0,-20.0,8000.0,6022.0,0.07
5,20.0,0.0,-20.0,8000.0,6022.0,0.07
6,-20.0,20.0,-20.0,8000.0,6022.0,0.07
7,0.0,20.0,-20.0,8000.0,6022.0,0.07
8,20.0,20.0,-20.0,8000.0,6022.0,0.07
9,-20.0,-20.0,0.0,8000.0,6022.0,0.07
10,0.0,-20.0,0.0,8000.0,6022.0,0.07
11,20.0,-20.0,0.0,8000.0,6022.0,0.07
12,-20.0,0.0,0.0,8000.0,6022.0,0.07
13,0.0,0.0,0.0,8000.0,5130.62246120185,0.07
14,20.0,0.0,0.0,8000.0,6022.0,0.07
15,-20.0,20.0,0.0,8000.0,6022.0,0.07
16,0.0,20.0,0.0,8000.0,6022.0,0.07
17,20.0,20.0,0.0,8000.0,6022.0,0.07
18,-20.0,-20.0,20.0,8000.0,6022.0,0.07
19,0.0,-20.0,20.0,8000.0,6022.0,0.07
20,20.0,-20.0,20.0,8000.0,6022.0,0.07
21,-20.0,0.0,20.0,8000.0,6022.0,0.07
22,0.0,0.0,20.0,8000.0,6022.0,0.07
23,20.0,0.0,20.0,8000.0,6022.0,0.07
24,-20.0,20.0,20.0,8000.0,6022.0,0.07
25,0.0,20.0,20.0,8000.0,6022.0,0.07
26,20.0,20.0,20.0,8000.0,6022.0,0.07
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.08
1,0.0,-20.0,-20.0,8000.0,6022.0,0.08
2,20.0,-20.0,-20.0,8000.0,6022.0,0.08
3,-20.0,0.0,-20.0,8000.0,6022.0,0.08
4,0.0,0.0,-20.0,8000.0,6022.0,0.08
5,20.0,0.0,-20.0,8000.0,6022.0,0.08
6,-20.0,20.0,-20.0,8000.0,6022.0,0.08
7,0.0,20.0,-20.0,8000.0,6022.0,0.08
8,20.0,20.0,-20.0,8000.0,6022.0,0.08
9,-20.0,-20.0,0.0,8000.0,6022.0,0.08
10,0.0,-20.0,0.0,8000.0,6022.0,0.08
11,20.0,-20.0,0.0,8000.0,6022.0,0.08
12,-20.0,0.0,0.0,8000.0,6022.0,0.08
13,0.0,0.0,0.0,8000.0,5343.521325484429,0.08
14,20.0,0.0,0.0,8000.0,6022.0,0.08
15,-20.0,20.0,0.0,8000.0,6022.0,0.08
16,0.0,20.0,0.0,8000.0,6022.0,0.08
17,20.0,20.0,0.0,8000.0,6022.0,0.08
18,-20.0,-20.0,20.0,8000.0,6022.0,0.08
19,0.0,-20.0,20.0,8000.0,6022.0,0.08
20,20.0,-20.0,20.0,8000.0,6022.0,0.08
21,-20.0,0.0,20.0,8000.0,6022.0,0.08
22,0.0,0.0,20.0,8000.0,6022.0,0.08
23,20.0,0.0,20.0,8000.0,6022.0,0.08
24,-20.0,20.0,20.0,8000.0,6022.0,0.08
25,0.0,20.0,20.0,8000.0,6022.0,0.08
26,20.0,20.0,20.0,8000.0,6022.0,0.08
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.09
1,0.0,-20.0,-20.0,8000.0,6022.0,0.09
2,20.0,-20.0,-20.0,8000.0,6022.0,0.09
3,-20.0,0.0,-20.0,8000.0,6022.0,0.09
4,0.0,0.0,-20.0,8000.0,6022.0,0.09
5,20.0,0.0,-20.0,8000.0,6022.0,0.09
6,-20.0,20.0,-20.0,8000.0,6022.0,0.09
7,0.0,20.0,-20.0,8000.0,6022.0,0.09
8,20.0,20.0,-20.0,8000.0,6022.0,0.09
9,-20.0,-20.0,0.0,8000.0,6022.0,0.09
10,0.0,-20.0,0.0,8000.0,6022.0,0.09
11,20.0,-20.0,0.0,8000.0,6022.0,0.09
12,-20.0,0.0,0.0,8000.0,6022.0,0.09
13,0.0,0.0,0.0,8000.0,5505.570828392033,0.09
14,20.0,0.0,0.0,8000.0,6022.0,0.09
15,-20.0,20.0,0.0,8000.0,6022.0,0.09
16,0.0,20.0,0.0,8000.0,6022.0,0.09
17,20.0,20.0,0.0,8000.0,6022.0,0.09
18,-20.0,-20.0,20.0,8000.0,6022.0,0.09
19,0.0,-20.0,20.0,8000.0,6022.0,0.09
20,20.0,-20.0,20.0,8000.0,6022.0,0.09
21,-20.0,0.0,20.0,8000.0,6022.0,0.09
22,0.0,0.0,20.0,8000.0,6022.0,0.09
23,20.0,0.0,20.0,8000.0,6022.0,0.09
24,-20.0,20.0,20.0,8000.0,6022.0,0.09
25,0.0,20.0,20.0,8000.0,6022.0,0.09
26,20.0,20.0,20.0,8000.0,6022.0,0.09
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.1
1,0.0,-20.0,-20.0,8000.0,6022.0,0.1
2,20.0,-20.0,-20.0,8000.0,6022.0,0.1
3,-20.0,0.0,-20.0,8000.0,6022.0,0.1
4,0.0,0.0,-20.0,8000.0,6022.0,0.1
5,20.0,0.0,-20.0,8000.0,6022.0,0.1
6,-20.0,20.0,-20.0,8000.0,6022.0,0.1
7,0.0,20.0,-20.0,8000.0,6022.0,0.1
8,20.0,20.0,-20.0,8000.0,6022.0,0.1
9,-20.0,-20.0,0.0,8000.0,6022.0,0.1
10,0.0,-20.0,0.0,8000.0,6022.0,0.1
11,20.0,-20.0,0.0,8000.0,6022.0,0.1
12,-20.0,0.0,0.0,8000.0,6022.0,0.1
13,0.0,0.0,0.0,8000.0,5628.915973896175,0.1
14,20.0,0.0,0.0,8000.0,6022.0,0.1
15,-20.0,20.0,0.0,8000.0,6022.0,0.1
16,0.0,20.0,0.0,8000.0,6022.0,0.1
17,20.0,20.0,0.0,8000.0,6022.0,0.1
18,-20.0,-20.0,20.0,8000.0,6022.0,0.1
19,0.0,-20.0,20.0,8000.0,6022.0,0.1
20,20.0,-20.0,20.0,8000.0,6022.0,0.1
21,-20.0,0.0,20.0,8000.0,6022.0,0.1
22,0.0,0.0,20.0,8000.0,6022.0,0.1
23,20.0,0.0,20.0,8000.0,6022.0,0.1
24,-20.0,20.0,20.0,8000.0,6022.0,0.1
25,0.0,20.0,20.0,8000.0,6022.0,0.1
26,20.0,20.0,20.0,8000.0,6022.0,0.1
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.11
1,0.0,-20.0,-20.0,8000.0,6022.0,0.11
2,20.0,-20.0,-20.0,8000.0,6022.0,0.11
3,-20.0,0.0,-20.0,8000.0,6022.0,0.11
4,0.0,0.0,-20.0,8000.0,6022.0,0.11
5,20.0,0.0,-20.0,8000.0,6022.0,0.11
6,-20.0,20.0,-20.0,8000.0,6022.0,0.11
7,0.0,20.0,-20.0,8000.0,6022.0,0.11
8,20.0,20.0,-20.0,8000.0,6022.0,0.11
9,-20.0,-20.0,0.0,8000.0,6022.0,0.11
10,0.0,-20.0,0.0,8000.0,6022.0,0.11
11,20.0,-20.0,0.0,8000.0,6022.0,0.11
12,-20.0,0.0,0.0,8000.0,6022.0,0.11
13,0.0,0.0,0.0,8000.0,5722.801019184544,0.11
14,20.0,0.0,0.0,8000.0,6022.0,0.11
15,-20.0,20.0,0.0,8000.0,6022.0,0.11
16,0.0,20.0,0.0,8000.0,6022.0,0.11
17,20.0,20.0,0.0,8000.0,6022.0,0.11
18,-20.0,-20.0,20.0,8000.0,6022.0,0.11
19,0.0,-20.0,20.0,8000.0,6022.0,0.11
20,20.0,-20.0,20.0,8000.0,6022.0,0.11
21,-20.0,0.0,20.0,8000.0,6022.0,0.11
22,0.0,0.0,20.0,8000.0,6022.0,0.11
23,20.0,0.0,20.0,8000.0,6022.0,0.11
24,-20.0,20.0,20.0,8000.0,6022.0,0.11
25,0.0,20.0,20.0,8000.0,6022.0,0.11
26,20.0,20.0,20.0,8000.0,6022.0,0.11
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.12
1,0.0,-20.0,-20.0,8000.0,6022.0,0.12
2,20.0,-20.0,-20.0,8000.0,6022.0,0.12
3,-20.0,0.0,-20.0,8000.0,6022.0,0.12
4,0.0,0.0,-20.0,8000.0,6022.0,0.12
5,20.0,0.0,-20.0,8000.0,6022.0,0.12
6,-20.0,20.0,-20.0,8000.0,6022.0,0.12
7,0.0,20.0,-20.0,8000.0,6022.0,0.12
8,20.0,20.0,-20.0,8000.0,6022.0,0.12
9,-20.0,-20.0,0.0,8000.0,6022.0,0.12
10,0.0,-20.0,0.0,8000.0,6022.0,0.12
11,20.0,-20.0,0.0,8000.0,6022.0,0.12
12,-20.0,0.0,0.0,8000.0,6022.0,0.12
13,0.0,0.0,0.0,8000.0,5794.262297151928,0.12
14,20.0,0.0,0.0,8000.0,6022.0,0.12
15,-20.0,20.0,0.0,8000.0,6022.0,0.12
16,0.0,20.0,0.0,8000.0,6022.0,0.12
17,20.0,20.0,0.0,8000.0,6022.0,0.12
18,-20.0,-20.0,20.0,8000.0,6022.0,0.12
19,0.0,-20.0,20.0,8000.0,6022.0,0.12
20,20.0,-20.0,20.0,8000.0,6022.0,0.12
21,-20.0,0.0,20.0,8000.0,6022.0,0.12
22,0.0,0.0,20.0,8000.0,6022.0,0.12
23,20.0,0.0,20.0,8000.0,6022.0,0.12
24,-20.0,20.0,20.0,8000.0,6022.0,0.12
25,0.0,20.0,20.0,8000.0,6022.0,0.12
26,20.0,20.0,20.0,8000.0,6022.0,0.12
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.13
1,0.0,-20.0,-20.0,8000.0,6022.0,0.13
2,20.0,-20.0,-20.0,8000.0,6022.0,0.13
3,-20.0,0.0,-20.0,8000.0,6022.0,0.13
4,0.0,0.0,-20.0,8000.0,6022.0,0.13
5,20.0,0.0,-20.0,8000.0,6022.0,0.13
6,-20.0,20.0,-20.0,8000.0,6022.0,0.13
7,0.0,20.0,-20.0,8000.0,6022.0,0.13
8,20.0,20.0,-20.0,8000.0,6022.0,0.13
9,-20.0,-20.0,0.0,8000.0,6022.0,0.13
10,0.0,-20.0,0.0,8000.0,6022.0,0.13
11,20.0,-20.0,0.0,8000.0,6022.0,0.13
12,-20.0,0.0,0.0,8000.0,6022.0,0.13
13,0.0,0.0,0.0,8000.0,5848.655563225843,0.13
14,20.0,0.0,0.0,8000.0,6022.0,0.13
15,-20.0,20.0,0.0,8000.0,6022.0,0.13
16,0.0,20.0,0.0,8000.0,6022.0,0.13
17,20.0,20.0,0.0,8000.0,6022.0,0.13
18,-20.0,-20.0,20.0,8000.0,6022.0,0.13
19,0.0,-20.0,20.0,8000.0,6022.0,0.13
20,20.0,-20.0,20.0,8000.0,6022.0,0.13
21,-20.0,0.0,20.0,8000.0,6022.0,0.13
22,0.0,0.0,20.0,8000.0,6022.0,0.13
23,20.0,0.0,20.0,8000.0,6022.0,0.13
24,-20.0,20.0,20.0,8000.0,6022.0,0.13
25,0.0,20.0,20.0,8000.0,6022.0,0.13
26,20.0,20.0,20.0,8000.0,6022.0,0.13
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.14
1,0.0,-20.0,-20.0,8000.0,6022.0,0.14
2,20.0,-20.0,-20.0,8000.0,6022.0,0.14
3,-20.0,0.0,-20.0,8000.0,6022.0,0.14
4,0.0,0.0,-20.0,8000.0,6022.0,0.14
5,20.0,0.0,-20.0,8000.0,6022.0,0.14
6,-20.0,20.0,-20.0,8000.0,6022.0,0.14
7,0.0,20.0,-20.0,8000.0,6022.0,0.14
8,20.0,20.0,-20.0,8000.0,6022.0,0.14
9,-20.0,-20.0,0.0,8000.0,6022.0,0.14
10,0.0,-20.0,0.0,8000.0,6022.0,0.14
11,20.0,-20.0,0.0,8000.0,6022.0,0.14
12,-20.0,0.0,0.0,8000.0,6022.0,0.14
13,0.0,0.0,0.0,8000.0,5890.057389198476,0.14
14,20.0,0.0,0.0,8000.0,6022.0,0.14
15,-20.0,20.0,0.0,8000.0,6022.0,0.14
16,0.0,20.0,0.0,8000.0,6022.0,0.14
17,20.0,20.0,0.0,8000.0,6022.0,0.14
18,-20.0,-20.0,20.0,8000.0,6022.0,0.14
19,0.0,-20.0,20.0,8000.0,6022.0,0.14
20,20.0,-20.0,20.0,8000.0,6022.0,0.14
21,-20.0,0.0,20.0,8000.0,6022.0,0.14
22,0.0,0.0,20.0,8000.0,6022.0,0.14
23,20.0,0.0,20.0,8000.0,6022.0,0.14
24,-20.0,20.0,20.0,8000.0,6022.0,0.14
25,0.0,20.0,20.0,8000.0,6022.0,0.14
26,20.0,20.0,20.0,8000.0,6022.0,0.14
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.15
1,0.0,-20.0,-20.0,8000.0,6022.0,0.15
2,20.0,-20.0,-20.0,8000.0,6022.0,0.15
3,-20.0,0.0,-20.0,8000.0,6022.0,0.15
4,0.0,0.0,-20.0,8000.0,6022.0,0.15
5,20.0,0.0,-20.0,8000.0,6022.0,0.15
6,-20.0,20.0,-20.0,8000.0,6022.0,0.15
7,0.0,20.0,-20.0,8000.0,6022.0,0.15
8,20.0,20.0,-20.0,8000.0,6022.0,0.15
9,-20.0,-20.0,0.0,8000.0,6022.0,0.15
10,0.0,-20.0,0.0,8000.0,6022.0,0.15
11,20.0,-20.0,0.0,8000.0,6022.0,0.15
12,-20.0,0.0,0.0,8000.0,6022.0,0.15
13,0.0,0.0,0.0,8000.0,5921.57068703095,0.15
14,20.0,0.0,0.0,8000.0,6022.0,0.15
15,-20.0,20.0,0.0,8000.0,6022.0,0.15
16,0.0,20.0,0.0,8000.0,6022.0,0.15
17,20.0,20.0,0.0,8000.0,6022.0,0.15
18,-20.0,-20.0,20.0,8000.0,6022.0,0.15
19,0.0,-20.0,20.0,8000.0,6022.0,0.15
20,20.0,-20.0,20.0,8000.0,6022.0,0.15
21,-20.0,0.0,20.0,8000.0,6022.0,0.15
22,0.0,0.0,20.0,8000.0,6022.0,0.15
23,20.0,0.0,20.0,8000.0,6022.0,0.15
24,-20.0,20.0,20.0,8000.0,6022.0,0.15
25,0.0,20.0,20.0,8000.0,6022.0,0.15
26,20.0,20.0,20.0,8000.0,6022.0,0.15
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.16
1,0.0,-20.0,-20.0,8000.0,6022.0,0.16
2,20.0,-20.0,-20.0,8000.0,6022.0,0.16
3,-20.0,0.0,-20.0,8000.0,6022.0,0.16
4,0.0,0.0,-20.0,8000.0,6022.0,0.16
5,20.0,0.0,-20.0,8000.0,6022.0,0.16
6,-20.0,20.0,-20.0,8000.0,6022.0,0.16
7,0.0,20.0,-20.0,8000.0,6022.0,0.16
8,20.0,20.0,-20.0,8000.0,6022.0,0.16
9,-20.0,-20.0,0.0,8000.0,6022.0,0.16
10,0.0,-20.0,0.0,8000.0,6022.0,0.16
11,20.0,-20.0,0.0,8000.0,6022.0,0.16
12,-20.0,0.0,0.0,8000.0,6022.0,0.16
13,0.0,0.0,0.0,8000.0,5945.557260495962,0.16
14,20.0,0.0,0.0,8000.0,6022.0,0.16
15,-20.0,20.0,0.0,8000.0,6022.0,0.16
16,0.0,20.0,0.0,8000.0,6022.0,0.16
17,20.0,20.0,0.0,8000.0,6022.0,0.16
18,-20.0,-20.0,20.0,8000.0,6022.0,0.16
19,0.0,-20.0,20.0,8000.0,6022.0,0.16
20,20.0,-20.0,20.0,8000.0,6022.0,0.16
21,-20.0,0.0,20.0,8000.0,6022.0,0.16
22,0.0,0.0,20.0,8000.0,6022.0,0.16
23,20.0,0.0,20.0,8000.0,6022.0,0.16
24,-20.0,20.0,20.0,8000.0,6022.0,0.16
25,0.0,20.0,20.0,8000.0,6022.0,0.16
26,20.0,20.0,20.0,8000.0,6022.0,0.16
0,-20.0,-20.0,-20.0,8000.0,6022.0,0.17
1,0.0,-20.0,-20.0,8000.0,6022.0,0.17
2,20.0,-20.0,-20.0,8000.0,6022.0,0.17
3,-20.0,0.0,-20.0,8000.0,6022.0,0.17
4,0.0,0.0,-20.0,8000.0,6022.0,0.17
5,20.0,0.0,-20.0,8000.0,6022.0,0.17
6,-20.0,20.0,-20.0,8000.0,6022.0,0.17
7,0.0,20.0,-20.0,8000.0,6022.0,0.17
8,20.0,20.0,-20.0,8000.0,6022.0,0.17
9,-20.0,-20.0,0.0,8000.0,6022.0,0.17
10,0.0,-20.0,0.0,8000.0,6022.0,0.17
11,20.0,-20.0,0.0,8000.0,6022.0,0.17
12,-20.0,0.0,0.0,8000.0,6022.0,0.17
13,0.0,0.0,0.0,8000.0,5963.814813534397,0.17
14,20.0,0.0,0.0,8000.0,6022.0,0.17
15,-20.0,20.0,0.0,8000.0,6022.0,0.17
16,0.0,20.0,0.0,8000.0,6022.0,0.17
17,20.0,20.0,0.0,8000.0,6022.0,0.17
18,-20.0,-20.0,20.0,8000.0,6022.0,0.17
19,0.0,-20.0,20.0,8000.0,6022.0,0.17
20,20.0,-20.0,20.0,8000.0,6022.0,0.17
